學年度,學校,校系代碼,校系名稱,是否外加,招生名額,錄取人數,第一輪錄取人數,第一輪在校排名%,第二輪錄取人數,第二輪在校排名%,國文檢定,英文檢定,數A檢定,數B檢定,社會檢定,自然檢定,英聽檢定
115,中原大學,00819,化學系化學組【外加】,True,2,0.0,,,,,,後標,後標,,,後標,
115,中原大學,00820,化學系材料化學組,False,14,14.0,14.0,11.0,,,,後標,後標,,,後標,
115,中原大學,00820,化學系材料化學組【外加】,True,2,2.0,,,2.0,41.0,,後標,後標,,,後標,
115,中原大學,00821,化學工程學系綠能製程組,False,8,8.0,8.0,27.0,,,,後標,,,,後標,
115,中原大學,00822,化學工程學系生化工程組,False,8,8.0,8.0,16.0,,,,後標,,,,後標,
115,中原大學,00823,化學工程學系材料工程組,False,8,8.0,8.0,5.0,,,,後標,,,,後標,
115,中原大學,00824,土木工程學系,False,27,27.0,6.0,25.0,21.0,26.0,,,後標,,,,
115,中原大學,00824,土木工程學系【外加】,True,2,0.0,,,,,,,後標,,,,
115,中原大學,00825,機械工程學系,False,27,27.0,16.0,43.0,11.0,13.0,,,,,,後標,
115,中原大學,00826,生物醫學工程學系,False,20,20.0,10.0,28.0,10.0,15.0,,,後標,,,後標,
115,中原大學,00826,生物醫學工程學系【外加】,True,1,1.0,1.0,42.0,,,,,後標,,,後標,
115,中原大學,00827,環境工程學系,False,9,9.0,4.0,42.0,5.0,11.0,,後標,後標,後標,,,
115,中原大學,00828,電機資訊學院學士班,False,8,8.0,8.0,10.0,,,,後標,後標,,,,
115,中原大學,00829,工業與系統工程學系工程組,False,20,20.0,8.0,28.0,12.0,16.0,,後標,,,,,
115,中原大學,00830,電子工程學系,False,25,25.0,25.0,8.0,,,,後標,,,,,
115,中原大學,00830,電子工程學系【外加】,True,4,2.0,2.0,33.0,,,,後標,,,,,
115,中原大學,00831,資訊工程學系,False,25,25.0,25.0,12.0,,,,後標,,,,,
115,中原大學,00831,資訊工程學系【外加】,True,2,2.0,2.0,38.0,,,,後標,,,,,
115,中原大學,00832,電機工程學系,False,18,18.0,18.0,5.0,,,,,後標,,,,
115,中原大學,00832,電機工程學系【外加】,True,1,1.0,1.0,3.0,,,,,後標,,,,
115,中原大學,00833,電機資訊學院智慧運算與大數據學士班,False,11,11.0,10.0,29.0,1.0,8.0,,,後標,,,,
115,中原大學,00834,建築學系,False,5,5.0,5.0,7.0,,,,後標,,,,,
115,中原大學,00834,建築學系【外加】,True,1,1.0,,,1.0,50.0,,後標,,,,,
115,中原大學,00835,商業設計學系產品設計組乙類,False,2,2.0,,,2.0,8.0,,,,,,後標,
115,中原大學,00836,地景建築學系,False,5,5.0,,,5.0,29.0,後標,,後標,後標,,,
115,中原大學,00837,半導體產業學士學位學程,False,6,6.0,6.0,12.0,,,,後標,,,,,
115,中原大學,00838,心理學系,False,26,26.0,14.0,33.0,12.0,13.0,,後標,後標,,,,
115,中原大學,00838,心理學系【外加】,True,2,1.0,1.0,36.0,,,,後標,後標,,,,
115,中原大學,00839,生物科技學系,False,18,18.0,1.0,36.0,17.0,18.0,,後標,,,,後標,
115,中原大學,00839,生物科技學系【外加】,True,1,0.0,,,,,,後標,,,,後標,
115,中原大學,00840,商業設計學系商業設計組甲類,False,2,2.0,2.0,20.0,,,,後標,,,,,
115,中原大學,00841,商業設計學系產品設計組甲類,False,2,2.0,2.0,26.0,,,,,,,,,
115,東海大學,00901,中國文學系,False,13,13.0,3.0,37.0,10.0,33.0,後標,,,,,,
115,東海大學,00901,中國文學系【外加】,True,2,1.0,1.0,48.0,,,後標,,,,,,
115,東海大學,00902,外國語文學系,False,10,10.0,6.0,38.0,4.0,21.0,,後標,,,,,
115,東海大學,00902,外國語文學系【外加】,True,1,1.0,1.0,30.0,,,,後標,,,,,
115,東海大學,00903,歷史學系,False,7,7.0,1.0,21.0,6.0,29.0,,,,,均標,,
115,東海大學,00904,日本語言文化學系,False,13,13.0,6.0,45.0,7.0,26.0,,後標,,,,,
115,東海大學,00904,日本語言文化學系【外加】,True,1,0.0,,,,,,後標,,,,,
115,東海大學,00905,哲學系,False,4,4.0,,,4.0,34.0,後標,,,,,,
115,東海大學,00905,哲學系【外加】,True,1,0.0,,,,,後標,,,,,,
115,東海大學,00906,,False,4,4.0,1.0,27.0,3.0,18.0,,後標,,,,,
115,東海大學,00906,,False,1,0.0,,,,,,後標,,,,,
115,東海大學,00907,企業管理學系,False,27,27.0,23.0,49.0,4.0,11.0,後標,,,,,,
115,東海大學,00907,企業管理學系【外加】,True,3,1.0,1.0,33.0,,,後標,,,,,,
115,東海大學,00908,國際經營與貿易學系,False,18,18.0,17.0,40.0,1.0,10.0,,後標,,,,,
115,東海大學,00909,會計學系,False,17,17.0,11.0,39.0,6.0,22.0,,後標,,,,,
115,東海大學,00910,財務金融學系,False,19,19.0,19.0,16.0,,,,後標,,,,,
115,東海大學,00910,財務金融學系【外加】,True,1,1.0,1.0,37.0,,,,後標,,,,,
115,東海大學,00911,統計學系(決策管理組),False,10,10.0,3.0,25.0,7.0,23.0,,,,後標,,,
115,東海大學,00911,統計學系(決策管理組)【外加】,True,1,0.0,,,,,,,,後標,,,
115,東海大學,00912,資訊管理學系,False,10,10.0,10.0,26.0,,,,,後標,後標,,,
115,東海大學,00912,資訊管理學系【外加】,True,1,0.0,,,,,,,後標,後標,,,
115,東海大學,00913,經濟學系,False,21,21.0,10.0,37.0,11.0,18.0,,,,後標,,,
115,東海大學,00914,政治學系,False,18,18.0,6.0,38.0,12.0,28.0,,後標,,,,,
115,東海大學,00914,政治學系【外加】,True,4,0.0,,,,,,後標,,,,,
115,東海大學,00915,行政管理暨政策學系,False,15,15.0,9.0,41.0,6.0,14.0,,,,,均標,,
115,東海大學,00915,行政管理暨政策學系【外加】,True,4,1.0,1.0,44.0,,,,,,,均標,,
115,東海大學,00916,社會學系,False,13,13.0,3.0,28.0,10.0,23.0,,,,,底標,,
115,東海大學,00916,社會學系【外加】,True,4,0.0,,,,,,,,,底標,,
115,東海大學,00917,社會工作學系,False,13,13.0,10.0,42.0,3.0,17.0,,,,,後標,,
115,東海大學,00917,社會工作學系【外加】,True,1,0.0,,,,,,,,,後標,,
115,東海大學,00918,餐旅管理學系,False,7,7.0,1.0,19.0,6.0,30.0,,後標,,,,,
115,東海大學,00919,工業設計學系(B組),False,2,2.0,2.0,24.0,,,,均標,,,,,
115,東海大學,00919,工業設計學系(B組)【外加】,True,1,0.0,,,,,,均標,,,,,
115,東海大學,00920,法律學系,False,19,19.0,19.0,16.0,,,均標,均標,後標,後標,,,
115,東海大學,00920,法律學系【外加】,True,6,0.0,,,,,均標,均標,後標,後標,,,
115,東海大學,00921,國際學院國際經營管理學位學程,False,7,7.0,2.0,10.0,5.0,24.0,,後標,,,,,
115,東海大學,00922,應用物理學系,False,11,11.0,5.0,34.0,6.0,15.0,,,底標,,,,
115,東海大學,00922,應用物理學系【外加】,True,1,0.0,,,,,,,底標,,,,
115,東海大學,00923,化學系化學組,False,11,11.0,10.0,40.0,1.0,12.0,,,,,,後標,
115,東海大學,00923,化學系化學組【外加】,True,1,0.0,,,,,,,,,,後標,
115,東海大學,00924,化學系化學生物組,False,12,12.0,7.0,44.0,5.0,14.0,,,,,,後標,
115,東海大學,00924,化學系化學生物組【外加】,True,1,0.0,,,,,,,,,,後標,
115,東海大學,00925,智慧計算暨應用數學系,False,9,9.0,,,9.0,24.0,,,後標,後標,,,
115,東海大學,00925,智慧計算暨應用數學系【外加】,True,1,0.0,,,,,,,後標,後標,,,
115,東海大學,00926,化學工程與材料工程學系,False,28,28.0,28.0,32.0,,,,,底標,,,底標,
115,東海大學,00926,化學工程與材料工程學系【外加】,True,2,0.0,,,,,,,底標,,,底標,
115,東海大學,00927,,False,5,5.0,2.0,21.0,3.0,17.0,,,後標,,,,
115,東海大學,00927,,False,1,0.0,,,,,,,後標,,,,
115,東海大學,00928,,False,6,6.0,2.0,33.0,4.0,20.0,,後標,,,,,
115,東海大學,00928,,False,1,1.0,1.0,48.0,,,,後標,,,,,
115,東海大學,00929,環境科學與工程學系,False,10,10.0,2.0,29.0,8.0,18.0,,,底標,底標,,後標,
115,東海大學,00929,環境科學與工程學系【外加】,True,2,1.0,1.0,46.0,,,,,底標,底標,,後標,
115,東海大學,00930,資訊工程學系,False,32,32.0,18.0,49.0,14.0,16.0,,,後標,,,,
115,東海大學,00930,資訊工程學系【外加】,True,3,1.0,1.0,47.0,,,,,後標,,,,
115,東海大學,00931,電機工程學系,False,20,20.0,20.0,19.0,,,,,後標,後標,,,
115,東海大學,00931,電機工程學系【外加】,True,2,2.0,2.0,37.0,,,,,後標,後標,,,
115,東海大學,00932,統計學系(巨量資料管理組),False,9,9.0,,,9.0,23.0,,,後標,,,,
115,東海大學,00932,統計學系(巨量資料管理組)【外加】,True,1,0.0,,,,,,,後標,,,,
115,東海大學,00933,建築學系,False,1,1.0,1.0,9.0,,,,前標,前標,前標,,,
115,東海大學,00934,工業設計學系(A組),False,2,2.0,2.0,21.0,,,,均標,,,,,
115,東海大學,00934,工業設計學系(A組)【外加】,True,1,0.0,,,,,,均標,,,,,
115,東海大學,00935,景觀學系,False,9,9.0,1.0,14.0,8.0,29.0,後標,,,,,,
115,東海大學,00935,景觀學系【外加】,True,1,0.0,,,,,後標,,,,,,
115,東海大學,00936,永續科學與管理學士學位學程,False,1,1.0,,,1.0,25.0,,後標,,,,,
115,東海大學,00936,永續科學與管理學士學位學程【外加】,True,1,0.0,,,,,,後標,,,,,
115,東海大學,00937,生命科學系(生物醫學組),False,7,7.0,2.0,47.0,5.0,21.0,,均標,,,,,
115,東海大學,00937,生命科學系(生物醫學組)【外加】,True,1,0.0,,,,,,均標,,,,,
115,東海大學,00938,生命科學系(生態暨生物多樣性組),False,6,6.0,3.0,45.0,3.0,17.0,,,,,,後標,
115,東海大學,00938,,False,1,0.0,,,,,,,,,,後標,
115,東海大學,00939,畜產與生物科技學系,False,12,12.0,3.0,36.0,9.0,29.0,,,,,,後標,
115,東海大學,00939,畜產與生物科技學系【外加】,True,1,0.0,,,,,,,,,,後標,
115,東海大學,00940,食品科學系,False,14,14.0,1.0,18.0,13.0,25.0,,,,,,後標,
115,東海大學,00940,食品科學系【外加】,True,1,0.0,,,,,,,,,,後標,
115,東海大學,00941,高齡健康與運動科學學士學位學程,False,3,3.0,1.0,32.0,2.0,27.0,底標,底標,,,,,
115,東海大學,00941,,False,1,0.0,,,,,底標,底標,,,,,
115,東海大學,00942,美術學系,False,1,1.0,1.0,11.0,,,均標,,,,,,
115,國立清華大學,01101,中國文學系甲組(一般組),False,5,5.0,3.0,9.0,2.0,7.0,頂標,前標,,均標,前標,,
115,國立清華大學,01102,中國文學系乙組(華語文教學組),False,3,3.0,2.0,16.0,1.0,8.0,頂標,前標,,均標,前標,,
115,國立清華大學,01103,外國語文學系,False,8,8.0,8.0,7.0,,,前標,頂標,,均標,前標,,A級
115,國立清華大學,01103,外國語文學系【外加】,True,1,0.0,,,,,前標,頂標,,均標,前標,,A級
115,國立清華大學,01104,人文社會學院學士班,False,12,12.0,12.0,7.0,,,前標,前標,,均標,前標,,A級
115,國立清華大學,01104,人文社會學院學士班【外加】,True,1,0.0,,,,,前標,前標,,均標,前標,,
115,國立清華大學,01105,教育與學習科技學系,False,6,6.0,6.0,14.0,,,前標,前標,,均標,前標,,
115,國立清華大學,01105,教育與學習科技學系【外加】,True,1,0.0,,,,,前標,前標,,均標,前標,,
115,國立清華大學,01106,幼兒教育學系,False,6,6.0,2.0,10.0,4.0,8.0,前標,前標,,,前標,,
115,國立清華大學,01106,幼兒教育學系【外加】,True,1,0.0,,,,,前標,前標,,,前標,,
115,國立清華大學,01107,教育心理與諮商學系,False,7,7.0,7.0,6.0,,,前標,前標,,前標,,,
115,國立清華大學,01107,教育心理與諮商學系【外加】,True,1,0.0,,,,,前標,前標,,前標,,,
115,國立清華大學,01108,特殊教育學系,False,6,6.0,5.0,16.0,1.0,4.0,前標,前標,,,前標,,
115,國立清華大學,01108,特殊教育學系【外加】,True,1,0.0,,,,,前標,前標,,,前標,,
115,國立清華大學,01109,英語教學系,False,4,4.0,1.0,8.0,3.0,6.0,前標,頂標,,均標,均標,,A級
115,國立清華大學,01110,竹師教育學院學士班,False,4,4.0,1.0,7.0,3.0,4.0,前標,前標,均標,前標,,,
115,國立清華大學,01111,環境與文化資源學系,False,3,3.0,,,3.0,11.0,前標,前標,,前標,頂標,,
115,國立清華大學,01111,環境與文化資源學系【外加】,True,1,0.0,,,,,前標,前標,,前標,頂標,,
115,國立清華大學,01112,經濟學系,False,15,15.0,2.0,11.0,13.0,6.0,前標,前標,前標,,前標,,B級
115,國立清華大學,01112,經濟學系【外加】,True,1,0.0,,,,,前標,前標,前標,,前標,,B級
115,國立清華大學,01113,科技管理學院學士班,False,7,7.0,7.0,5.0,,,前標,頂標,前標,,,,B級
115,國立清華大學,01113,科技管理學院學士班【外加】,True,1,0.0,,,,,前標,頂標,前標,,,,B級
115,國立清華大學,01114,計量財務金融學系,False,9,9.0,6.0,17.0,3.0,8.0,前標,前標,頂標,,,,B級
115,國立清華大學,01114,計量財務金融學系【外加】,True,2,0.0,,,,,前標,前標,頂標,,,,
115,國立清華大學,01115,數學系甲組(數學組),False,5,5.0,3.0,15.0,2.0,8.0,,均標,頂標,,,前標,
115,國立清華大學,01115,數學系甲組(數學組)【外加】,True,1,0.0,,,,,,均標,頂標,,,前標,
115,國立清華大學,01116,數學系乙組(應用數學組),False,5,5.0,5.0,13.0,,,,均標,頂標,,,前標,
115,國立清華大學,01116,數學系乙組(應用數學組)【外加】,True,1,0.0,,,,,,均標,頂標,,,前標,
115,國立清華大學,01117,物理學系物理組(甲組一般組),False,5,5.0,3.0,2.0,2.0,3.0,前標,前標,頂標,,,前標,
115,國立清華大學,01117,物理學系物理組(甲組一般組)【外加】,True,1,0.0,,,,,前標,前標,頂標,,,前標,
115,國立清華大學,01118,物理學系物理組(乙組天文物理組),False,2,2.0,,,2.0,7.0,前標,前標,頂標,,,前標,
115,國立清華大學,01119,物理學系光電物理組,False,4,4.0,2.0,3.0,2.0,5.0,前標,前標,頂標,,,前標,
115,國立清華大學,01119,物理學系光電物理組【外加】,True,1,0.0,,,,,前標,前標,頂標,,,前標,
115,國立清華大學,01120,化學系,False,10,10.0,10.0,4.0,,,,前標,前標,,,前標,
115,國立清華大學,01121,理學院學士班,False,7,7.0,7.0,1.0,,,,前標,前標,,,前標,
115,國立清華大學,01122,生醫工程與環境科學系,False,6,6.0,6.0,3.0,,,,前標,前標,,,前標,
115,國立清華大學,01122,生醫工程與環境科學系【外加】,True,1,0.0,,,,,,前標,前標,,,前標,
115,國立清華大學,01123,工程與系統科學系甲組(低碳綠能組),False,5,5.0,5.0,2.0,,,前標,前標,前標,,,前標,
115,國立清華大學,01123,,False,1,1.0,1.0,12.0,,,前標,前標,前標,,,前標,
115,國立清華大學,01124,工程與系統科學系乙組(智慧奈米系統組),False,5,5.0,5.0,1.0,,,前標,前標,前標,,,前標,
115,國立清華大學,01124,,False,1,1.0,1.0,8.0,,,前標,前標,前標,,,前標,
115,國立清華大學,01125,原子科學院學士班,False,6,6.0,4.0,3.0,2.0,4.0,前標,前標,前標,,,前標,
115,國立清華大學,01126,化學工程學系,False,9,9.0,9.0,9.0,,,,前標,頂標,,,頂標,
115,國立清華大學,01126,化學工程學系【外加】,True,1,0.0,,,,,,前標,頂標,,,頂標,
115,國立清華大學,01127,動力機械工程學系,False,15,15.0,5.0,19.0,10.0,5.0,,前標,頂標,,,頂標,
115,國立清華大學,01127,動力機械工程學系【外加】,True,1,0.0,,,,,,前標,頂標,,,頂標,
115,國立清華大學,01128,材料科學工程學系,False,19,19.0,19.0,6.0,,,,頂標,頂標,,,頂標,
115,國立清華大學,01129,工業工程與工程管理學系,False,10,8.0,1.0,2.0,7.0,11.0,前標,前標,頂標,,,前標,
115,國立清華大學,01130,工學院學士班,False,5,5.0,5.0,2.0,,,前標,頂標,前標,,,頂標,
115,國立清華大學,01131,電機工程學系甲組,False,1,1.0,1.0,1.0,,,,前標,前標,,,前標,
115,國立清華大學,01132,電機工程學系乙組,False,29,29.0,29.0,1.0,,,,前標,前標,,,前標,
115,國立清華大學,01133,資訊工程學系,False,25,23.0,15.0,6.0,8.0,10.0,前標,頂標,頂標,,,頂標,
115,國立清華大學,01133,資訊工程學系【外加】,True,1,0.0,,,,,前標,頂標,頂標,,,頂標,
115,國立清華大學,01134,電機資訊學院學士班,False,11,11.0,11.0,3.0,,,前標,前標,頂標,,,頂標,
115,國立清華大學,01135,生命科學系,False,10,10.0,,,10.0,13.0,,前標,前標,,,前標,
115,國立清華大學,01136,醫學科學系,False,9,9.0,1.0,7.0,8.0,7.0,前標,前標,前標,,,前標,
115,國立清華大學,01137,生命科學暨醫學院學士班,False,9,9.0,1.0,4.0,8.0,11.0,前標,前標,前標,,,前標,
115,國立清華大學,01138,藝術與設計學系創作組,False,3,3.0,3.0,7.0,,,均標,均標,,,,,
115,國立清華大學,01139,藝術與設計學系設計組,False,3,3.0,3.0,1.0,,,均標,均標,,,,,
115,中國醫藥大學,01201,中醫學系甲組,False,11,11.0,11.0,3.0,,,前標,,頂標,,前標,頂標,
115,中國醫藥大學,01202,中醫學系乙組,False,11,11.0,11.0,8.0,,,前標,,頂標,,前標,頂標,
115,中國醫藥大學,01203,藥學系,False,58,58.0,58.0,4.0,,,,均標,均標,,,均標,C級
115,中國醫藥大學,01203,藥學系【外加】,True,10,10.0,10.0,18.0,,,,均標,均標,,,均標,C級
115,中國醫藥大學,01204,護理學系,False,16,16.0,16.0,18.0,,,,底標,,,,底標,C級
115,中國醫藥大學,01204,護理學系【外加】,True,4,4.0,4.0,42.0,,,,底標,,,,底標,
115,中國醫藥大學,01205,醫學檢驗生物技術學系,False,16,16.0,16.0,7.0,,,,底標,,,,底標,
115,中國醫藥大學,01205,醫學檢驗生物技術學系【外加】,True,3,3.0,3.0,4.0,,,,底標,,,,底標,
115,中國醫藥大學,01206,營養學系,False,14,14.0,14.0,9.0,,,,底標,,,,底標,
115,中國醫藥大學,01206,營養學系【外加】,True,3,3.0,3.0,28.0,,,,底標,,,,底標,
115,中國醫藥大學,01207,物理治療學系,False,12,12.0,12.0,3.0,,,,底標,,,,,
115,中國醫藥大學,01207,物理治療學系【外加】,True,2,2.0,2.0,16.0,,,,底標,,,,,
115,中國醫藥大學,01208,生物科技學系,False,12,12.0,12.0,14.0,,,,底標,,,,底標,
115,中國醫藥大學,01208,生物科技學系【外加】,True,2,1.0,1.0,48.0,,,,底標,,,,底標,
115,中國醫藥大學,01209,運動醫學系,False,5,5.0,5.0,8.0,,,,底標,,,,底標,
115,中國醫藥大學,01209,運動醫學系【外加】,True,2,2.0,2.0,48.0,,,,底標,,,,底標,
115,中國醫藥大學,01210,中國藥學暨中藥資源學系,False,11,11.0,11.0,12.0,,,底標,底標,,,,,
115,中國醫藥大學,01210,中國藥學暨中藥資源學系【外加】,True,1,1.0,1.0,45.0,,,底標,底標,,,,,
115,中國醫藥大學,01211,藥用化妝品學系,False,14,14.0,14.0,16.0,,,,底標,,,,底標,
115,中國醫藥大學,01211,藥用化妝品學系【外加】,True,2,1.0,1.0,24.0,,,,底標,,,,底標,
115,中國醫藥大學,01212,生物醫學影像暨放射科學學系,False,10,10.0,10.0,6.0,,,,底標,,,,,
115,中國醫藥大學,01212,生物醫學影像暨放射科學學系【外加】,True,3,3.0,2.0,45.0,1.0,24.0,,底標,,,,,
115,中國醫藥大學,01213,公共衛生學院大一不分系,False,37,37.0,32.0,47.0,5.0,7.0,底標,底標,,,,,
115,中國醫藥大學,01213,公共衛生學院大一不分系【外加】,True,5,0.0,,,,,底標,底標,,,,,
115,中國醫藥大學,01214,生物醫學工程學系,False,11,11.0,11.0,10.0,,,,底標,,,,底標,
115,中國醫藥大學,01214,生物醫學工程學系【外加】,True,2,1.0,1.0,38.0,,,,底標,,,,底標,
115,中國醫藥大學,01215,醫療資訊學系,False,12,12.0,12.0,22.0,,,,底標,,,,底標,
115,中國醫藥大學,01215,醫療資訊學系【外加】,True,2,1.0,1.0,22.0,,,,底標,,,,底標,
115,國立陽明交通大學,01301,資訊管理與財務金融學系財務金融組,False,3,3.0,2.0,20.0,1.0,4.0,前標,前標,前標,,,,
115,國立陽明交通大學,01301,,False,1,0.0,,,,,前標,前標,前標,,,,
115,國立陽明交通大學,01302,管理科學系,False,6,6.0,6.0,7.0,,,前標,前標,前標,,,,
115,國立陽明交通大學,01303,傳播與科技學系,False,5,5.0,4.0,13.0,1.0,3.0,頂標,頂標,,均標,前標,,
115,國立陽明交通大學,01303,傳播與科技學系【外加】,True,1,0.0,,,,,頂標,頂標,,均標,前標,,
115,國立陽明交通大學,01304,外國語文學系,False,7,7.0,2.0,11.0,5.0,8.0,前標,頂標,,均標,前標,,
115,國立陽明交通大學,01304,外國語文學系【外加】,True,1,0.0,,,,,前標,頂標,,均標,前標,,
115,國立陽明交通大學,01305,人文社會學系,False,8,8.0,5.0,18.0,3.0,6.0,前標,前標,,,前標,,
115,國立陽明交通大學,01305,人文社會學系【外加】,True,1,0.0,,,,,前標,前標,,,前標,,
115,國立陽明交通大學,01306,半導體工程學系固態電子組,False,6,6.0,6.0,1.0,,,,前標,頂標,,,前標,
115,國立陽明交通大學,01307,半導體工程學系奈米科學組,False,3,3.0,3.0,1.0,,,,前標,前標,,,頂標,
115,國立陽明交通大學,01308,理學院科學學士學位學程(乙組),False,1,1.0,1.0,3.0,,,均標,前標,前標,,,前標,
115,國立陽明交通大學,01309,理學院科學學士學位學程(丙組),False,1,1.0,1.0,8.0,,,均標,前標,前標,,,前標,
115,國立陽明交通大學,01310,電機工程學系甲組(電資國際組),False,9,10.0,10.0,1.0,,,,頂標,頂標,,,頂標,
115,國立陽明交通大學,01311,電機工程學系乙組(電機工程組),False,35,35.0,35.0,1.0,,,,前標,頂標,,,頂標,
115,國立陽明交通大學,01311,電機工程學系乙組(電機工程組)【外加】,True,2,2.0,2.0,8.0,,,,前標,頂標,,,頂標,
115,國立陽明交通大學,01312,電機工程學系丙組(醫學電資組),False,1,1.0,1.0,1.0,,,,前標,頂標,,,頂標,
115,國立陽明交通大學,01313,光電工程學系,False,9,9.0,9.0,14.0,,,均標,前標,頂標,,,前標,
115,國立陽明交通大學,01313,光電工程學系【外加】,True,1,0.0,,,,,均標,前標,頂標,,,前標,
115,國立陽明交通大學,01314,資訊工程學系,False,26,26.0,17.0,6.0,9.0,3.0,前標,前標,頂標,,,頂標,
115,國立陽明交通大學,01315,材料科學與工程學系,False,9,9.0,9.0,1.0,,,均標,均標,均標,,,均標,
115,國立陽明交通大學,01316,機械工程學系,False,12,9.0,2.0,8.0,7.0,14.0,前標,前標,頂標,,,前標,
115,國立陽明交通大學,01317,,False,12,7.0,,,7.0,12.0,前標,前標,前標,,,前標,
115,國立陽明交通大學,01318,電子物理學系光電與奈米科學組,False,3,3.0,1.0,3.0,2.0,8.0,前標,前標,頂標,,,前標,
115,國立陽明交通大學,01319,電子物理學系電子物理組,False,4,4.0,3.0,4.0,1.0,4.0,前標,前標,頂標,,,前標,
115,國立陽明交通大學,01320,應用化學系,False,8,8.0,8.0,1.0,,,均標,頂標,均標,,,頂標,
115,國立陽明交通大學,01321,應用數學系,False,7,4.0,,,4.0,14.0,均標,前標,頂標,,,前標,
115,國立陽明交通大學,01321,應用數學系【外加】,True,1,0.0,,,,,均標,前標,頂標,,,前標,
115,國立陽明交通大學,01322,資訊管理與財務金融學系資訊管理組,False,3,3.0,3.0,6.0,,,,前標,前標,,,前標,
115,國立陽明交通大學,01322,,False,1,0.0,,,,,,前標,前標,,,前標,
115,國立陽明交通大學,01323,運輸與物流管理學系,False,7,5.0,1.0,1.0,4.0,18.0,均標,前標,前標,,,前標,
115,國立陽明交通大學,01324,工業工程與管理學系,False,8,8.0,8.0,7.0,,,,前標,前標,,,前標,
115,國立陽明交通大學,01325,生物醫學工程學系,False,3,3.0,3.0,2.0,,,均標,前標,前標,,,前標,
115,國立陽明交通大學,01326,生物科技學系(甲組),False,8,8.0,8.0,3.0,,,,前標,,,,前標,
115,國立陽明交通大學,01327,生物科技學系(乙組),False,3,3.0,3.0,1.0,,,,,前標,,,前標,
115,國立陽明交通大學,01328,醫學生物技術暨檢驗學系,False,7,7.0,7.0,1.0,,,均標,前標,均標,,,前標,
115,國立陽明交通大學,01329,生物醫學影像暨放射科學系,False,5,5.0,5.0,2.0,,,均標,前標,前標,,,前標,
115,國立陽明交通大學,01329,生物醫學影像暨放射科學系【外加】,True,1,0.0,,,,,均標,前標,前標,,,前標,
115,國立陽明交通大學,01330,護理學系,False,5,5.0,5.0,5.0,,,,均標,均標,,,均標,
115,國立陽明交通大學,01331,物理治療暨輔助科技學系,False,5,5.0,5.0,1.0,,,均標,前標,均標,,,前標,
115,國立陽明交通大學,01332,生命科學系暨基因體科學研究所,False,4,4.0,4.0,2.0,,,均標,前標,均標,,,前標,
115,國立陽明交通大學,01333,藥學系,False,3,3.0,3.0,1.0,,,均標,前標,均標,,,前標,
115,國立陽明交通大學,01334,學士班大一大二不分系,False,3,3.0,3.0,2.0,,,,前標,前標,,,前標,
115,國立陽明交通大學,01335,中醫學系,False,5,5.0,5.0,1.0,,,前標,前標,前標,,,前標,
115,淡江大學,01401,中國文學學系,False,5,5.0,1.0,10.0,4.0,43.0,後標,,,,,,
115,淡江大學,01401,中國文學學系【外加】,True,2,0.0,,,,,後標,,,,,,
115,淡江大學,01402,歷史學系,False,1,1.0,1.0,37.0,,,,,,,後標,,
115,淡江大學,01402,歷史學系【外加】,True,2,0.0,,,,,,,,,後標,,
115,淡江大學,01403,資訊與圖書館學系,False,5,3.0,,,3.0,36.0,後標,後標,,,,,
115,淡江大學,01403,資訊與圖書館學系【外加】,True,2,1.0,1.0,47.0,,,後標,後標,,,,,
115,淡江大學,01404,大眾傳播學系,False,15,15.0,5.0,45.0,10.0,26.0,後標,,,,,,
115,淡江大學,01404,大眾傳播學系【外加】,True,1,0.0,,,,,後標,,,,,,
115,淡江大學,01405,資訊傳播學系,False,5,5.0,5.0,16.0,,,後標,,,,,,
115,淡江大學,01405,資訊傳播學系【外加】,True,1,0.0,,,,,後標,,,,,,
115,淡江大學,01406,教育科技學系,False,2,2.0,,,2.0,35.0,後標,,,,,,
115,淡江大學,01406,教育科技學系【外加】,True,5,0.0,,,,,後標,,,,,,
115,淡江大學,01407,教育與未來設計學系,False,2,2.0,1.0,23.0,1.0,23.0,後標,,,,,,
115,淡江大學,01407,教育與未來設計學系【外加】,True,1,1.0,1.0,37.0,,,後標,,,,,,
115,淡江大學,01408,英文學系,False,15,15.0,3.0,26.0,12.0,45.0,,後標,,,,,
115,淡江大學,01408,英文學系【外加】,True,1,0.0,,,,,,後標,,,,,
115,淡江大學,01409,英文學系全英語學士班,False,2,2.0,1.0,25.0,1.0,29.0,,後標,,,,,
115,淡江大學,01410,歐洲語文學系法文組,False,6,1.0,,,1.0,35.0,,後標,,,,,
115,淡江大學,01410,歐洲語文學系法文組【外加】,True,2,0.0,,,,,,後標,,,,,
115,淡江大學,01411,歐洲語文學系德文組,False,3,3.0,1.0,49.0,2.0,29.0,,後標,,,,,
115,淡江大學,01411,歐洲語文學系德文組【外加】,True,2,0.0,,,,,,後標,,,,,
115,淡江大學,01412,歐洲語文學系西文組,False,5,5.0,3.0,35.0,2.0,14.0,,後標,,,,,
115,淡江大學,01412,歐洲語文學系西文組【外加】,True,3,0.0,,,,,,後標,,,,,
115,淡江大學,01413,歐洲語文學系俄文組,False,2,0.0,,,,,,後標,,,,,
115,淡江大學,01413,歐洲語文學系俄文組【外加】,True,2,0.0,,,,,,後標,,,,,
